Title,Type,Episodes,Status,Start airing,End airing,Starting season,Studios,Sources,Genres,Rating,Score,Scored by,Members,Favorites
Blood,TV,50,Finished Airing,10/8/2005,9/23/2006,Fall,Production I.G,Original,"Action,Military,Mystery,Horror,Supernatural,Drama,Vampire",R,7.76,107584,249595,4056
Chrno Crusade,TV,24,Finished Airing,11/25/2003,6/10/2004,Fall,Gonzo,Manga,"Action,Historical,Demons,Supernatural,Romance",R,7.76,78435,164393,1909
Demi-chan wa Kataritai,TV,12,Finished Airing,1/8/2017,3/26/2017,Winter,A-1 Pictures,Manga,"Comedy,Vampire,Fantasy,School,Seinen",PG-13,7.76,92055,176691,797
Densetsu no Yuusha no Densetsu,TV,24,Finished Airing,7/2/2010,12/17/2010,Summer,Zexcs,Light novel,"Action,Adventure,Magic,Fantasy,Shounen",R,7.76,84931,175883,1676
Detective Conan: Conan vs. Kid - Shark & Jewel,Movie,1,Finished Airing,7/29/2005,-,-,-,Light novel,"Adventure,Comedy,Kids,Mystery,Police,Shounen",PG,7.76,1063,4010,2
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,Finished Airing,3/5/2011,-,-,Shin-Ei Animation,Original,"Adventure,Comedy,Fantasy,Kids,Shounen",PG,7.76,1100,1997,4
Free!: FrFr - Short Movie,Special,7,Finished Airing,9/11/2013,1/8/2014,-,Kyoto Animation,Light novel,"Comedy,Sports",PG-13,7.76,20496,43763,107
Full Metal Panic!,TV,24,Finished Airing,1/8/2002,6/18/2002,Winter,Gonzo,Light novel,"Action,Military,Sci-Fi,Comedy,Mecha",R,7.76,165559,312341,3879
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,Finished Airing,7/25/2014,-,-,Actas,Original,"Military,Sports,School",PG-13,7.76,13270,23160,32
"Ima, Soko ni Iru Boku",TV,13,Finished Airing,10/14/1999,1/20/2000,Fall,AIC,Original,"Adventure,Drama,Fantasy,Military,Sci-Fi",R,7.76,24730,74524,764
Jigoku Shoujo Mitsuganae,TV,26,Finished Airing,10/4/2008,4/4/2009,Fall,Studio Deen,Original,"Mystery,Psychological,Supernatural",R,7.76,28909,72369,293
Kidou Keisatsu Patlabor: On Television,TV,47,Finished Airing,10/11/1989,9/26/1990,Fall,Sunrise,Original,"Sci-Fi,Comedy,Police,Mecha",PG-13,7.76,5484,20463,253
Kimagure Orange†Road: Ano Hi ni Kaeritai,Movie,1,Finished Airing,10/1/1988,-,-,Studio Pierrot,Manga,"Comedy,Drama,Romance,Shounen,Slice of Life",R,7.76,2747,5261,24
"Kumo no Mukou, Yakusoku no Basho",Movie,1,Finished Airing,11/20/2004,-,-,CoMix Wave Films,Original,"Drama,Military,Romance,Sci-Fi",PG-13,7.76,62005,133258,663
Kyoukai no Kanata: Shinonome,Special,1,Finished Airing,7/2/2014,-,-,Kyoto Animation,Light novel,"Fantasy,Slice of Life,Supernatural",PG-13,7.76,31880,59689,41
Minami-ke Tadaima,TV,13,Finished Airing,1/6/2013,3/31/2013,Winter,feel.,Manga,"Comedy,School,Slice of Life",PG-13,7.76,17919,38076,62
Ranma ½ Super,OVA,3,Finished Airing,9/21/1995,1/19/1996,-,Sunrise,Manga,"Adventure,Comedy,Martial Arts,Romance,Shounen,Supernatural",PG-13,7.76,5752,11789,18
Saint Seiya: Meiou Hades Elysion-hen,OVA,6,Finished Airing,3/7/2008,8/1/2008,-,Toei Animation,Manga,"Action,Fantasy,Shounen,Super Power",PG-13,7.76,15096,24002,91
Shingeki no Bahamut: Genesis,TV,12,Finished Airing,10/6/2014,12/29/2014,Fall,MAPPA,Game,"Action,Adventure,Demons,Fantasy,Magic,Supernatural",R,7.76,107485,230300,1186
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,Finished Airing,6/27/2015,-,-,Wit Studio,Manga,"Action,Super Power,Drama,Fantasy,Shounen",R,7.76,12893,42254,77
Shingeki no Kyojin Movie 3: Kakusei no Houkou,Movie,1,Finished Airing,1/13/2018,-,-,-,Manga,"Action,Super Power,Drama,Fantasy,Shounen",R,7.76,661,22385,51
Trapp Ikka Monogatari,TV,40,Finished Airing,1/13/1991,12/28/1991,Winter,Nippon Animation,Manga,"Drama,Historical,Music,Romance",G,7.76,1765,3871,15
Akage no Anne,TV,50,Finished Airing,1/7/1979,12/30/1979,Winter,Nippon Animation,Novel,"Slice of Life,Historical,Drama",G,7.75,4015,13404,268
Angel Beats! Specials,Special,2,Finished Airing,12/22/2010,6/24/2015,-,P.A. Works,Original,"Action,Comedy,Supernatural,School",PG-13,7.75,103430,170266,321
Aria The Animation,TV,13,Finished Airing,10/6/2005,12/29/2005,Fall,Hal Film Maker,Manga,"Fantasy,Sci-Fi,Shounen,Slice of Life",G,7.75,30434,95073,1480
Baka to Test to Shoukanjuu: Matsuri,OVA,2,Finished Airing,2/23/2011,3/30/2011,-,Silver Link.,Light novel,"Comedy,School,Super Power",PG-13,7.75,49947,83699,95
Bishoujo Senshi Sailor Moon R,TV,43,Finished Airing,3/6/1993,3/12/1994,Spring,Toei Animation,Manga,"Demons,Magic,Romance,Shoujo",PG-13,7.75,50473,87187,590
Bokurano,TV,24,Finished Airing,4/9/2007,9/25/2007,Spring,Gonzo,Manga,"Sci-Fi,Psychological,Drama,Mecha",R,7.75,31138,99473,925
Dragon Quest: Dai no Daibouken,TV,46,Finished Airing,10/17/1991,9/24/1992,Fall,Toei Animation,Manga,"Adventure,Comedy,Demons,Magic,Martial Arts,Fantasy,Shounen",G,7.75,5925,11674,73
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,Finished Airing,5/26/2006,-,-,Kyoto Animation,Manga,Comedy,PG-13,7.75,34196,56857,100
Fushigi Yuugi,TV,52,Finished Airing,4/6/1995,3/28/1996,Spring,Studio Pierrot,Manga,"Adventure,Fantasy,Magic,Martial Arts,Comedy,Romance,Historical,Drama,Shoujo",PG-13,7.75,33656,72986,1914
Higashi no Eden: Air Communication,Movie,1,Finished Airing,9/26/2009,-,-,Production I.G,Original,"Mystery,Comedy,Romance",PG-13,7.75,9178,23786,22
Huyao Xiao Hongniang: Yue Hong,ONA,13,Finished Airing,6/24/2016,9/16/2016,-,Haoliners Animation League,Manga,"Comedy,Historical,Supernatural,Romance",PG-13,7.75,2059,5911,29
InuYasha: Kagami no Naka no Mugenjo,Movie,1,Finished Airing,12/21/2002,-,-,Sunrise,Manga,"Adventure,Demons,Drama,Fantasy,Historical,Romance,Shounen,Supernatural",PG-13,7.75,37379,63383,236
Jigoku Shoujo,TV,26,Finished Airing,10/5/2005,4/5/2006,Fall,Studio Deen,Original,"Mystery,Horror,Psychological,Supernatural",R,7.75,84095,218167,2863
Jungle wa Itsumo Hare nochi Guu Final,OVA,7,Finished Airing,12/21/2003,6/25/2004,-,Shin-Ei Animation,Manga,"Slice of Life,Comedy",PG-13,7.75,4554,8143,13
Kara no Kyoukai 1: Fukan Fuukei,Movie,1,Finished Airing,12/1/2007,-,-,ufotable,Light novel,"Action,Mystery,Supernatural,Thriller",R,7.75,107546,228311,1378
"Lupin III: Episode 0 ""First Contact""",Special,1,Finished Airing,7/26/2002,-,-,TMS Entertainment,Manga,"Action,Adventure,Mystery,Comedy,Seinen",R,7.75,2645,5666,9
Mahouka Koukou no Rettousei,TV,26,Finished Airing,4/6/2014,9/28/2014,Spring,Madhouse,Light novel,"Action,Sci-Fi,Supernatural,Magic,Romance,School",PG-13,7.75,231657,428516,6929
New Game!,TV,12,Finished Airing,7/4/2016,9/19/2016,Summer,Doga Kobo,4-koma manga,"Slice of Life,Comedy",PG-13,7.75,93285,195118,1708
Nurarihyon no Mago,TV,24,Finished Airing,7/6/2010,12/21/2010,Summer,Studio Deen,Manga,"Action,Demons,Shounen,Supernatural",PG-13,7.75,71524,159411,1079
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,1,Finished Airing,3/5/2005,-,-,Toei Animation,Manga,"Adventure,Comedy,Fantasy,Shounen",PG-13,7.75,27686,47004,138
R.O.D OVA,OVA,3,Finished Airing,5/23/2001,2/6/2002,-,Studio Deen,Light novel,"Action,Adventure,Historical,Magic,Mystery,Sci-Fi",PG-13,7.75,26136,46937,289
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,Finished Airing,7/15/1995,-,-,Toei Animation,Light novel,"Comedy,Drama,School,Shounen,Slice of Life,Sports",PG-13,7.75,4698,9265,12
Toaru Hikuushi e no Tsuioku,Movie,1,Finished Airing,10/1/2011,-,-,Madhouse,Light novel,"Adventure,Military,Romance",PG-13,7.75,16398,36298,119
Towa no Quon 6: Towa no Quon,Movie,1,Finished Airing,11/26/2011,-,-,Bones,Original,"Action,Super Power,Supernatural",PG-13,7.75,12754,23736,28
Turn A Gundam,TV,50,Finished Airing,4/9/1999,4/14/2000,Spring,"Sunrise,Nakamura Production",Original,"Action,Military,Sci-Fi,Adventure,Space,Drama,Romance,Mecha",PG-13,7.75,8542,25100,502
Urusei Yatsura,TV,195,Finished Airing,10/14/1981,3/19/1986,Fall,"Studio Pierrot,Studio Deen",Manga,"Action,Sci-Fi,Adventure,Comedy,Drama,Romance",PG-13,7.75,5521,33689,526
Utawarerumono,TV,26,Finished Airing,4/4/2006,9/26/2006,Spring,OLM,Visual novel,"Action,Sci-Fi,Drama,Fantasy",R,7.75,45866,110889,1007
Bokura wa Minna Kawai-sou: Hajimete no,Special,1,Finished Airing,1/30/2015,-,-,Brain's Base,Manga,"Slice of Life,Comedy,Romance,School",PG-13,7.74,15348,27580,28
Break Blade 1: Kakusei no Toki,Movie,1,Finished Airing,5/29/2010,-,-,"Production I.G,Xebec",Manga,"Action,Fantasy,Mecha,Military,Shounen",R,7.74,36084,66095,160
Free! Movie 2: Timeless Medley - Yakusoku,Movie,1,Finished Airing,7/1/2017,-,-,Kyoto Animation,Light novel,"School,Slice of Life,Sports",PG-13,7.73,951,11493,25
Furiko,Special,1,Finished Airing,-,-,-,-,Original,"Music,Slice of Life,Drama,Romance",G,7.74,7996,12090,59
Guilty Crown,TV,22,Finished Airing,10/14/2011,3/23/2012,Fall,Production I.G,Original,"Action,Sci-Fi,Super Power,Drama,Romance",R,7.74,334778,628715,14533
Initial D Battle Stage 2,OVA,1,Finished Airing,5/30/2007,-,-,A.C.G.T.,Manga,"Action,Cars,Sports,Drama,Seinen",PG-13,7.74,7061,14482,17
Inu x Boku SS Special,Special,1,Finished Airing,9/26/2012,-,-,David Production,Manga,"Comedy,Supernatural,Shounen",PG-13,7.74,32313,57674,99
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,1,Finished Airing,10/8/2016,-,-,Production I.G,Manga,"Sports,School,Shounen",PG-13,7.74,3298,11273,20
Lupin III,TV,23,Finished Airing,10/24/1971,3/26/1972,Fall,Tokyo Movie Shinsha,Manga,"Action,Adventure,Comedy,Seinen",PG-13,7.74,15151,46402,549
Mujin Wakusei Survive,TV,52,Finished Airing,10/16/2003,10/28/2004,Fall,"Madhouse,Telecom Animation Film",Original,"Action,Adventure,Fantasy,Sci-Fi,Slice of Life",G,7.74,5879,15575,175
Persona 3 the Movie 1: Spring of Birth,Movie,1,Finished Airing,11/23/2013,-,-,AIC A.S.T.A.,Game,"Action,Supernatural,Fantasy",R,7.74,30521,62000,374
Pretty Rhythm: Rainbow Live,TV,51,Finished Airing,4/6/2013,3/29/2014,Spring,"Tatsunoko Production,Dongwoo A&E",Game,"Slice of Life,Sports,Music,Shoujo",PG,7.74,1943,6533,120
Ranma ½ Specials,OVA,2,Finished Airing,12/16/1994,2/17/1995,-,"Gainax,Studio Deen",Manga,"Comedy,Drama,Romance,Shounen",PG-13,7.74,6542,12926,36
Rozen Maiden: Traumend,TV,12,Finished Airing,10/21/2005,1/27/2006,Fall,Nomad,Manga,"Action,Comedy,Drama,Magic,Seinen",PG-13,7.74,46974,80994,472
ACCA: 13-ku Kansatsu-ka,TV,12,Finished Airing,1/10/2017,3/28/2017,Winter,Madhouse,Manga,"Mystery,Police,Drama,Fantasy,Seinen",R,7.73,32384,76575,531
Bishoujo Senshi Sailor Moon,TV,46,Finished Airing,3/7/1992,2/27/1993,Spring,Toei Animation,Manga,"Demons,Magic,Romance,Shoujo",PG-13,7.73,95221,181281,6615
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,Finished Airing,9/14/2013,-,-,Sunrise,Original,"Action,Mecha,Military",R,7.73,41335,80296,179
Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,OVA,1,Finished Airing,2/22/2008,-,-,Sunrise,Original,"Action,Military,Super Power,Mecha,School",R,7.73,9820,27600,73
Doraemon (1979),TV,1787,Finished Airing,2/4/1979,3/18/2005,Winter,Shin-Ei Animation,Manga,"Adventure,Comedy,Fantasy,Kids,Sci-Fi,Shounen",PG,7.73,7735,19804,219
Gakkou no Kaidan,TV,19,Finished Airing,10/22/2000,3/25/2001,Fall,Studio Pierrot,Book,"Mystery,Horror,Supernatural",PG-13,7.73,26296,63190,629
Hakuouki Hekketsuroku,TV,10,Finished Airing,10/4/2010,12/6/2010,Fall,Studio Deen,Visual novel,"Action,Drama,Historical,Josei,Samurai,Supernatural",R,7.73,29011,59627,514
Higashi no Eden Movie II: Paradise Lost,Movie,1,Finished Airing,3/13/2010,-,-,Production I.G,Original,"Action,Comedy,Drama,Mystery,Romance,Thriller",PG-13,7.73,58564,101958,107
Hoshi wo Ou Kodomo,Movie,1,Finished Airing,5/7/2011,-,-,CoMix Wave Films,Original,"Adventure,Romance,Fantasy",PG-13,7.73,51180,110225,417
Ichigo Mashimaro,TV,12,Finished Airing,7/15/2005,10/14/2005,Summer,Daume,4-koma manga,"Slice of Life,Comedy",PG-13,7.73,22787,55041,663
Kekkai Sensen,TV,12,Finished Airing,4/5/2015,10/4/2015,Spring,Bones,Manga,"Action,Comedy,Super Power,Supernatural,Vampire,Fantasy,Shounen",R,7.73,163682,364072,3669
Kemono Friends,TV,12,Finished Airing,1/11/2017,3/29/2017,Winter,Yaoyorozu,Game,"Adventure,Comedy,Fantasy",PG,7.73,17056,44690,751
Mahoujin Guruguru,TV,45,Finished Airing,10/13/1994,9/14/1995,Fall,Nippon Animation,Manga,"Adventure,Comedy,Magic,Fantasy,Shounen",G,7.73,1970,6519,60
Mobile Suit Gundam 00 Special Edition,OVA,3,Finished Airing,10/27/2009,2/23/2010,-,Sunrise,Manga,"Action,Drama,Mecha,Military,Sci-Fi",PG-13,7.73,2837,8217,37
Momo e no Tegami,Movie,1,Finished Airing,9/10/2011,-,-,Production I.G,Original,"Supernatural,Drama",G,7.73,18643,42497,103
Muumindani no Suisei,Movie,1,Finished Airing,8/8/1992,-,-,Visual 80,Book,"Adventure,Comedy,Fantasy,Kids",G,7.73,2902,5307,21
Nobunaga Concerto,TV,10,Finished Airing,7/12/2014,9/20/2014,Summer,Fuji TV,Manga,"Comedy,Historical,Romance,Shounen",PG-13,7.73,13690,33750,216
Tales of Vesperia: The First Strike,Movie,1,Finished Airing,10/3/2009,-,-,Production I.G,Game,"Action,Adventure,Fantasy,Magic,Military",PG-13,7.73,16971,35955,148
Tegamibachi,TV,25,Finished Airing,10/3/2009,3/27/2010,Fall,Studio Pierrot,Manga,"Adventure,Supernatural,Fantasy,Shounen",PG-13,7.73,31450,83895,678
Tokyo Ravens,TV,24,Finished Airing,10/9/2013,3/26/2014,Fall,8bit,Light novel,"Comedy,Supernatural,Magic,Romance,School",PG-13,7.73,110685,240021,1564
Yowamushi Pedal Movie,Movie,1,Finished Airing,8/28/2015,-,-,TMS Entertainment,Manga,"Comedy,Drama,Shounen,Sports",PG-13,7.73,7313,15376,22
Ao Haru Ride OVA,OVA,2,Finished Airing,8/25/2014,12/12/2014,-,Production I.G,Manga,"Slice of Life,Romance,School,Shoujo",PG-13,7.72,35803,64000,137
Bleach Movie 4: Jigoku-hen,Movie,1,Finished Airing,12/4/2010,-,-,Studio Pierrot,Manga,"Action,Comedy,Super Power,Supernatural,Shounen",PG-13,7.72,69058,115226,318
Cardcaptor Sakura Movie 1,Movie,1,Finished Airing,8/21/1999,-,-,Madhouse,Manga,"Comedy,Drama,Fantasy,Magic,Shoujo",PG,7.72,40614,66885,656
Code Geass: Hangyaku no Lelouch II - Handou,Movie,1,Finished Airing,2/10/2018,-,-,Sunrise,Original,"Action,Military,Sci-Fi,Super Power,Mecha,School",PG-13,7.71,297,21161,58
Daicon Opening Animations,Special,2,Finished Airing,8/22/1981,8/20/1983,-,Gainax,Other,"Action,Sci-Fi,Adventure,Music,Mecha",PG,7.72,5790,9979,102
Fairy Tail Movie 2: Dragon Cry,Movie,1,Finished Airing,5/6/2017,-,-,A-1 Pictures,Manga,"Action,Adventure,Comedy,Magic,Fantasy,Shounen",PG-13,7.72,20463,59808,429
Ga-Rei: Zero,TV,12,Finished Airing,10/6/2008,12/22/2008,Fall,"AIC Spirits,Asread",Manga,"Action,Super Power,Supernatural,Thriller",R,7.72,73848,170597,1954
Genshiken,TV,12,Finished Airing,10/10/2004,12/26/2004,Fall,Palm Studio,Manga,"Slice of Life,Comedy,Parody",PG-13,7.72,53575,121007,1175
Genshiken OVA,OVA,3,Finished Airing,12/22/2006,4/25/2007,-,Ajia-Do,Manga,"Parody,Slice of Life,Comedy",PG-13,7.72,23799,39044,30
Happy Party Train,Music,1,Finished Airing,4/5/2017,-,-,Sunrise,Music,Music,G,7.72,2043,4449,11
Ie Naki Ko Remy Specials,Special,3,Finished Airing,-,-,-,Nippon Animation,-,"Adventure,Drama",PG,7.72,525,1138,3
Mahou Shoujo Lyrical Nanoha StrikerS,TV,26,Finished Airing,4/2/2007,9/24/2007,Spring,Seven Arcs,Original,"Action,Magic,Comedy,Super Power,Drama",PG-13,7.72,19860,40147,568
No.6,TV,11,Finished Airing,7/8/2011,9/16/2011,Summer,Bones,Novel,"Action,Sci-Fi,Mystery,Drama",R,7.72,110459,218924,5501
Persona 3 the Movie 3: Falling Down,Movie,1,Finished Airing,4/4/2015,-,-,A-1 Pictures,Game,"Action,Supernatural,Fantasy",R,7.72,12790,31601,109
Sengoku Basara Movie: The Last Party,Movie,1,Finished Airing,6/4/2011,-,-,Production I.G,Game,"Action,Historical,Martial Arts,Samurai,Super Power",PG-13,7.72,10404,21176,74
Senjou no Valkyria,TV,26,Finished Airing,4/5/2009,9/27/2009,Spring,A-1 Pictures,Game,"Action,Military,Romance",PG-13,7.72,40042,93981,605
Shakugan no Shana II (Second),TV,24,Finished Airing,10/5/2007,3/28/2008,Fall,J.C.Staff,Light novel,"Action,Drama,Fantasy,Romance,School,Supernatural",PG-13,7.72,125319,218978,1079
Shin Tennis no Ouji-sama OVA vs. Genius 10,OVA,10,Finished Airing,10/29/2014,6/26/2015,-,"Production I.G,M.S.C",Manga,"Action,Comedy,Sports,Shounen",PG-13,7.72,3674,8639,44
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,OVA,2,Finished Airing,3/6/2015,8/7/2015,-,Studio Deen,Manga,"Drama,Josei",PG-13,7.72,1098,5782,9
Snow Halation,Music,1,Finished Airing,12/22/2010,-,-,Sunrise,Music,Music,PG-13,7.72,7176,12055,58
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,13,Finished Airing,10/3/2015,12/26/2015,Fall,Xebec Zwei,Original,"Action,Drama,Mecha,Military,Sci-Fi",PG-13,7.72,3338,9104,60
Special A,TV,24,Finished Airing,4/7/2008,9/15/2008,Spring,"Gonzo,AIC",Manga,"Comedy,Romance,School,Shoujo",PG-13,7.72,112254,215306,2767
Ansatsu Kyoushitsu: 365-nichi no Jikan,Movie,1,Finished Airing,11/19/2016,-,-,Lerche,Manga,"Action,Comedy,School,Shounen",PG-13,7.71,5090,27224,64
Black Jack (TV),TV,61,Finished Airing,10/11/2004,3/6/2006,Fall,Tezuka Productions,Manga,Drama,PG-13,7.71,6287,19723,143
D-Frag!,TV,12,Finished Airing,1/7/2014,3/25/2014,Winter,Brain's Base,Manga,"Game,Comedy,School,Seinen",PG-13,7.71,113267,215498,1695
Denpa-teki na Kanojo,OVA,2,Finished Airing,2/4/2009,12/4/2009,-,Brain's Base,Light novel,"Mystery,Thriller,School",R,7.71,49314,103813,704
Detective Conan: Black History,Special,1,Finished Airing,12/17/2007,-,-,TMS Entertainment,Manga,"Adventure,Mystery,Comedy,Police,Shounen",PG-13,7.71,1551,4592,7
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,1,Finished Airing,10/17/1990,-,-,Toei Animation,Manga,"Adventure,Comedy,Fantasy,Sci-Fi,Shounen",PG-13,7.71,37588,57693,133
Durarara!!x2 Ketsu: Dufufufu!!,Special,1,Finished Airing,7/27/2016,-,-,Shuka,Light novel,"Action,Mystery,Supernatural",R,7.71,9460,24535,37
Giant Gorg,TV,26,Finished Airing,4/5/1984,9/27/1984,Spring,Sunrise,Original,"Action,Adventure,Mecha,Sci-Fi",PG-13,7.71,522,2361,14
"Haikyuu!!: vs ""Akaten""",OVA,1,Finished Airing,5/2/2016,-,-,Production I.G,Manga,"Sports,Shounen",PG-13,7.71,4918,12477,9
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Movie,1,Finished Airing,10/30/2010,-,-,Toei Animation,Original,"Fantasy,Kids,Magic,Shoujo",G,7.71,2107,4059,11
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Movie,1,Finished Airing,9/3/2016,-,-,Production I.G,Manga,"Sports,School,Shounen",PG-13,7.71,4681,13621,25
Majin Tantei Nougami Neuro,TV,25,Finished Airing,10/3/2007,3/26/2008,Fall,Madhouse,Manga,"Mystery,Comedy,Demons,Supernatural,Shounen",R,7.71,20273,49534,545
Mekakucity Days,Music,5,Finished Airing,5/30/2012,-,-,-,Music,"Music,Psychological,Sci-Fi",PG-13,7.71,1153,3743,63
Mekakucity Records,Music,3,Finished Airing,5/29/2013,-,-,-,Music,"Music,Psychological,Sci-Fi",PG-13,7.71,931,3084,17
One Piece Movie 4: Dead End no Bouken,Movie,1,Finished Airing,3/1/2003,-,-,Toei Animation,Manga,"Action,Adventure,Comedy,Super Power,Fantasy,Shounen",PG-13,7.71,28812,49510,39
Orange,TV,13,Finished Airing,7/4/2016,9/26/2016,Summer,Telecom Animation Film,Manga,"Sci-Fi,Drama,Romance,School,Shoujo",PG-13,7.71,125725,280079,2413
Osomatsu-san 2nd Season,TV,25,Finished Airing,10/3/2017,3/27/2018,Fall,Studio Pierrot,Manga,"Comedy,Parody",R,7.71,6777,27835,172
Princess Principal,TV,12,Finished Airing,7/9/2017,9/24/2017,Summer,"Actas,Studio 3Hz",Original,"Action,Mystery,Historical",R,7.71,32889,89733,564
Taiyou no Ko Esteban,TV,39,Finished Airing,6/29/1982,6/7/1983,Summer,Studio Pierrot,Novel,"Adventure,Historical,Sci-Fi",PG-13,7.71,3038,6808,62
The iDOLM@STER,TV,25,Finished Airing,7/8/2011,12/23/2011,Summer,A-1 Pictures,Game,"Comedy,Drama,Music",PG-13,7.71,35703,101459,1407
Tonari no Kaibutsu-kun,TV,13,Finished Airing,10/2/2012,12/25/2012,Fall,Brain's Base,Manga,"Slice of Life,Comedy,Romance,School,Shoujo",PG-13,7.71,277884,475447,4034
Towa no Quon 4: Guren no Shoushin,Movie,1,Finished Airing,9/10/2011,-,-,Bones,Original,"Action,Super Power,Supernatural",PG-13,7.71,13129,23298,10
Uchuu Patrol Luluco,TV,13,Finished Airing,4/1/2016,6/24/2016,Spring,Trigger,Original,"Action,Adventure,Comedy,Space",PG-13,7.71,43568,86470,811
Utawarerumono Specials,Special,6,Finished Airing,8/23/2006,2/21/2007,-,OLM,-,"Action,Fantasy,Comedy,Drama",PG-13,7.71,6571,12446,7
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,TV,6,Finished Airing,11/25/2017,1/6/2018,Fall,Studio Gokumi,Original,"Slice of Life,Drama,Magic,Fantasy",PG-13,7.71,5582,19579,102
Ajin Part 1: Shoudou,Movie,1,Finished Airing,11/27/2015,-,-,Polygon Pictures,Manga,"Action,Horror,Mystery,Seinen,Supernatural",R,7.7,10648,28888,44
Ao no Exorcist: Kyoto Fujouou-hen,TV,12,Finished Airing,1/7/2017,3/25/2017,Winter,A-1 Pictures,Manga,"Action,Demons,Supernatural,Fantasy,Shounen",PG-13,7.7,120949,260351,917
Black Jack 21,TV,17,Finished Airing,4/10/2006,9/4/2006,Spring,Tezuka Productions,Manga,"Action,Drama",PG-13,7.7,2900,7754,50
Chuuka Ichiban!,TV,52,Finished Airing,4/27/1997,9/13/1998,Spring,Nippon Animation,Manga,"Action,Comedy,Drama,Shounen",PG-13,7.7,4708,10522,83
Digimon Adventure tri. 2: Ketsui,Movie,1,Finished Airing,3/12/2016,-,-,Toei Animation,Original,"Action,Adventure,Comedy,Drama",PG-13,7.7,25788,46543,103
Ginga Tetsudou 999 (Movie),Movie,1,Finished Airing,8/4/1979,-,-,Toei Animation,Manga,"Sci-Fi,Adventure,Space,Drama,Fantasy",PG-13,7.7,4268,9712,90
Hayate no Gotoku!,TV,52,Finished Airing,4/1/2007,3/30/2008,Spring,SynergySP,Manga,"Action,Harem,Comedy,Parody,Romance,Shounen",PG-13,7.7,64997,152819,1579
Higashi no Eden Movie I: The King of Eden,Movie,1,Finished Airing,11/28/2009,-,-,Production I.G,Original,"Comedy,Drama,Mystery,Romance,Slice of Life,Thriller",PG-13,7.7,72446,119097,134
Hourou Musuko Specials,Special,2,Finished Airing,8/24/2011,9/21/2011,-,AIC Classic,Manga,"Drama,School",PG-13,7.7,2382,6008,2
Huyao Xiao Hongniang: Qian Yan,ONA,15,Finished Airing,2/24/2017,6/2/2017,-,Haoliners Animation League,Manga,"Comedy,Historical,Supernatural,Romance",PG-13,7.7,555,1943,4
IDOLiSH7 Vibrato,ONA,17,Currently Airing,2/17/2018,-,-,-,Game,Music,PG-13,7.7,152,1661,10
Itazura na Kiss,TV,25,Finished Airing,4/5/2008,9/25/2008,Spring,TMS Entertainment,Manga,"Comedy,Romance,Shoujo",PG-13,7.7,90415,168596,2620
Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,1,Finished Airing,3/14/2009,-,-,ufotable,Light novel,"Action,Mystery,Romance,Super Power,Thriller",R,7.7,12325,29296,55
